SIMLOG:: Cycle           2 PC:     0000 I:     a102 R: 1   1     0002 M: 1 0     0002     0000
SIMLOG:: Cycle           4 PC:     0002 I:     b100 R: 1   1     0002 M: 1 0     0002     0000
SIMLOG:: Cycle           4 PC:     0004 I:     a201 R: 1   2     0001 M: 1 0     0001     0002
SIMLOG:: Cycle           6 PC:     0006 I:     b200 R: 1   2     0001 M: 1 0     0001     0000
SIMLOG:: Cycle           6 PC:     0008 I:     a604 R: 1   6     0004 M: 1 0     0004     0000
SIMLOG:: Cycle           8 PC:     000a I:     b600 R: 1   6     0004 M: 1 0     0004     0000
SIMLOG:: Cycle           8 PC:     000c I:     1112 R: 1   1     8000 M: 1 0     8000     0001
SIMLOG:: Cycle          10 PC:     000e I:     e500 R: 1   0     0010 M: 1 0     0000     0000
SIMLOG:: Cycle          10 PC:     0010 I:     c202 R: 0   2     0011 M: 1 0     0011     0001
SIMLOG:: Cycle          12 PC:     0012 I:     de60 R: 0   0     0014 M: 1 0     0014     0010
SIMLOG:: Cycle          12 PC:     00d4 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          14 PC:     00d6 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          14 PC:     00d8 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          16 PC:     00da I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          16 PC:     00dc I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          18 PC:     00de I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          18 PC:     00e0 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          20 PC:     00e2 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          20 PC:     00e4 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          22 PC:     00e6 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          22 PC:     00e8 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          24 PC:     00ea I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          24 PC:     00ec I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          26 PC:     00ee I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          26 PC:     00f0 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          28 PC:     00f2 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          28 PC:     00f4 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          30 PC:     00f6 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          30 PC:     00f8 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          32 PC:     00fa I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          32 PC:     00fc I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          34 PC:     00fe I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          34 PC:     0100 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          36 PC:     0102 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          36 PC:     0104 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          38 PC:     0106 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          38 PC:     0108 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          40 PC:     010a I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          40 PC:     010c I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          42 PC:     010e I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          42 PC:     0110 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          44 PC:     0112 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          44 PC:     0114 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          46 PC:     0116 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          46 PC:     0118 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          48 PC:     011a I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          48 PC:     011c I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          50 PC:     011e I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          50 PC:     0120 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          52 PC:     0122 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          52 PC:     0124 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          54 PC:     0126 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          54 PC:     0128 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          56 PC:     012a I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          56 PC:     012c I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          58 PC:     012e I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          58 PC:     0130 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          60 PC:     0132 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          60 PC:     0134 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          62 PC:     0136 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          62 PC:     0138 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          64 PC:     013a I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          64 PC:     013c I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          66 PC:     013e I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          66 PC:     01c0 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          68 PC:     01c2 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          68 PC:     01c4 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          70 PC:     01c6 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          70 PC:     01c8 I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          72 PC:     01ca I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
SIMLOG:: Cycle          72 PC:     01cc I:     xxxx R: 1   x     xxxx M: 1 0     xxxx     xxxx
